Words,Sadness,Anxiety,Anger,Disgust,Trust,Surprise,Joy
自宅,0.3,0.3,0.05,0.6462,0.05,0.4644,0.3
自己,0.0,0.2113,0.6192,1.6906,0.0667,0.0,0.0
自殺,1.8778,0.0,0.0,0.0,0.0,1.6473,0.0
自身,0.0312,0.6562,0.4039,0.7925,0.1875,0.5264,0.0991
自転車,0.3917,0.1395,1.6486,0.1395,0.1395,0.4884,0.216
臭,0.0,0.0,0.0,3.8074,0.0,0.0,0.0
臭い,0.0,0.0,0.0,4.5197,0.0385,0.0,0.0
良い,0.3818,0.3063,0.3818,0.1689,0.9945,0.629,0.3818
良かった,0.4286,0.0714,0.2264,0.0,0.9232,0.0,0.4286
良く,0.0417,1.0566,0.1321,0.0,0.387,0.387,0.5385
色々,0.0,0.2438,0.0,0.0,0.9942,0.0,1.2957
花,0.8617,0.0,0.4,0.0,0.0,0.6192,0.4
花子,1.2957,0.0,0.0,0.0,0.0,1.6154,0.0
芸能,0.1091,0.1091,0.0182,0.8074,0.0,3.29,0.0182
若い,0.5615,0.1057,0.4308,0.8453,0.1057,0.3096,0.2
荷物,0.0,0.0833,0.5,0.0833,1.0771,0.0833,0.0833
菓子,0.774,0.0,0.0,0.0833,0.0833,0.0833,1.0771
落ちた,1.8114,0.0714,0.2264,0.0714,0.0,0.2264,0.0
落ちて,0.9908,0.3529,0.1865,0.3529,0.0,0.3529,0.0
落とした,2.2498,0.1441,0.1441,0.0455,0.0455,0.2727,0.0
落として,1.9091,0.0909,0.2882,0.0909,0.0,0.0,0.0
葬式,3.1449,0.0,0.0,0.0,0.0,0.0909,0.0
薬,0.0,0.6803,0.1668,0.1668,0.1668,1.3347,0.0
薬物,0.0,0.0,0.0714,1.5,0.0,1.2032,0.0
虐待,1.2811,0.0115,1.9297,1.4919,0.0,0.0115,0.0115
行き,0.634,0.025,0.0792,0.15,0.4211,0.0792,1.9116
行く,0.2486,0.4038,0.1154,0.1154,0.4038,0.2486,1.9138
行った,0.4037,0.1175,0.0844,0.1531,0.2718,0.1175,3.8447
行ったら,0.2113,0.0667,0.0,0.6192,0.0667,1.1229,0.0667
行って,0.3438,0.0204,0.0647,0.0204,0.5175,0.1895,2.649
行動,0.1176,0.0622,1.1765,1.1765,0.7732,0.1176,0.0622
行為,0.0909,0.0,1.175,0.8443,0.0,0.0909,0.0
被害,0.6854,0.4552,0.6854,0.3493,0.1622,0.4552,0.027
裏切ら,0.4,0.0,1.1229,0.2113,0.4,0.0667,0.0
裏切り,0.0625,0.0,3.0935,0.0625,0.0,0.0625,0.0
見,0.7118,0.0755,0.0238,0.4011,0.0755,0.3077,1.6878
見た,0.7843,0.1875,0.3965,1.9134,0.0089,0.4419,0.7332
見つかった,0.0769,0.0769,0.0,0.0769,0.2438,0.9942,0.4615
見つけた,0.0667,0.0667,0.0,0.8617,0.0,0.4,0.8617
見て,0.5882,0.3416,0.2661,0.9985,0.6317,0.3416,1.2417
見る,0.108,0.0369,1.7282,0.9548,0.1503,0.108,1.1572
覚え,0.0,0.3529,1.4917,0.5463,0.1865,0.0,0.0
覚えた,0.0213,0.1277,1.9925,1.2766,0.275,0.0674,0.0
覚えて,0.1441,0.0455,0.2727,0.2727,0.5875,0.9545,0.0455
覚える,0.0,0.0227,2.2618,1.7378,0.1364,0.0,0.0
親,1.4413,0.7332,1.0492,0.4884,0.6827,0.0283,0.0283
親友,0.0,0.0,0.0961,0.0,4.3121,0.0303,0.0303
親戚,1.7644,0.1935,0.1935,0.1935,0.0323,0.4169,0.1023
親身に,0.0,0.0,0.0,0.0,3.7004,0.0,0.0
観,0.2882,0.0,0.0909,0.2882,0.0,0.2882,0.8443
観た,0.2438,0.0,0.0,0.0769,0.0769,0.2438,1.6154
解散,0.2882,0.0,0.0909,0.0,0.0,1.9091,0.0909
解決,0.0833,0.0833,0.0,0.0833,2.1133,0.0833,0.0
言い,0.1174,0.0,1.2813,0.344,0.1174,0.2222,0.6239
言う,0.1407,0.1958,1.8731,1.5079,0.1958,0.0909,0.0152
言った,0.0,0.0588,0.3529,0.7603,0.7603,0.3529,0.0
言って,0.375,0.0179,1.5687,0.6178,0.8839,0.2308,0.0
言わ,0.6202,0.5438,2.308,0.4331,0.5438,0.4331,0.0066
言動,0.0,0.0,1.4949,1.05,0.1585,0.1585,0.0
言葉,0.2486,0.061,0.8539,0.4038,1.6894,0.3239,0.0
計画,0.0,0.0526,0.0526,0.0,0.1668,0.0526,2.8788
診断,0.6,2.5099,0.0286,0.0,0.0906,0.2654,0.0286
詐欺,0.4644,0.1585,0.4644,0.4644,0.05,0.4644,0.05
評価,0.1981,0.0625,0.375,0.1981,0.8078,0.375,0.0
試合,0.0,0.0556,0.0556,0.0556,0.3333,0.9358,0.9358
試験,0.6155,2.3569,0.0,0.0,0.0,0.2857,0.0
話,0.1427,0.1095,0.4635,1.1527,1.4228,0.0508,1.2059
話し,0.1509,0.1509,0.2857,0.4423,0.6155,0.4423,0.0476
話した,0.2642,0.0,0.2642,0.0,1.0771,0.0,0.5
話して,0.4,0.0,0.0,0.8617,0.6192,0.0,0.4
認知,1.5735,1.3347,0.0,0.0526,0.0,0.0,0.0526
誕生日,0.387,0.0417,0.0,0.0,0.7018,1.0566,0.5385
誘拐,0.3715,0.24,1.1959,1.1959,0.0,0.0,0.0
説明,0.0435,0.1378,0.913,0.7324,0.913,0.0,0.0
誰,0.1057,0.3096,0.7,0.2,0.5615,0.4308,0.2
調子,0.4222,1.5725,0.1441,0.1441,0.1441,0.1441,0.0
警察,0.4286,0.2264,0.0714,0.2264,0.6634,0.0714,0.0714
負けた,2.3371,0.0,0.4888,0.0,0.0,0.3158,0.0
財布,1.7067,0.4457,0.3203,0.2069,0.0345,0.2069,0.0
責任,0.05,0.1585,0.8422,1.05,0.1585,0.1585,0.0
貯金,0.0667,2.9604,0.0,0.0,0.0667,0.0,0.0667
貰った,0.0,0.0,0.0769,0.0,1.9507,0.2438,0.2438
買い,0.7144,0.2438,0.0,0.0,0.0769,0.0769,0.9942
買い物,0.2552,0.048,0.3842,0.0909,0.1958,0.6728,2.2519
買う,0.4286,0.0714,0.0,0.4286,0.4286,0.0714,0.4286
買った,1.3953,0.0233,0.3917,0.1395,0.0737,0.216,1.0327
買って,2.18,0.0333,0.1057,0.0333,0.7,0.1057,0.0333
質問,0.0,0.0,0.9908,0.3529,0.9908,0.1865,0.0
購入,0.8649,0.4211,0.15,0.0792,0.4211,0.2322,0.7474
赤ちゃん,0.0556,0.0,0.0,0.1761,0.0556,1.1667,1.1667
走って,0.0,0.0714,0.6634,0.0714,0.0,1.5,0.0714
起きた,0.0,0.7144,0.7144,0.0,0.0,0.9942,0.0
趣味,0.0984,0.0,0.0164,0.0164,0.1523,0.0984,4.5336
足,0.75,0.2143,0.75,0.1132,0.2143,0.4616,0.0357
身体,0.2113,0.8617,0.0,0.6192,0.2113,0.0667,0.0667
身内,2.1879,0.0,0.24,0.0,0.6738,0.04,0.04
車,0.5995,0.4606,2.2325,0.4606,0.2675,0.5641,0.2982
転勤,0.5455,0.2882,0.2882,0.0,0.0,0.5455,0.0909
転職,0.1219,2.7265,0.0,0.1219,0.1219,0.1219,0.0385
辞めた,0.5455,0.2882,0.2882,0.0909,0.0,0.5455,0.0
込ま,0.0,0.0909,2.3054,0.0909,0.0909,0.0,0.0
込み,0.0961,0.0,2.4884,1.0483,0.0,0.0303,0.0303
込んで,0.0,0.0667,0.8617,0.4,0.6192,0.2113,0.0
近く,0.0435,0.1378,0.0,1.7145,0.0,0.5619,0.4038
近所,0.35,0.0528,0.5766,1.1815,0.4983,0.9116,0.0167
返事,0.2438,0.2438,0.4615,0.2438,0.4615,0.0769,0.0
迷惑,0.0,0.04,1.7762,1.5774,0.0,0.04,0.0
退職,1.3456,1.0483,0.0961,0.0303,0.0,0.6364,0.0303
途中,0.8443,0.2882,0.2882,0.0,0.0,0.5455,0.0
通り,0.2882,0.0,1.175,0.2882,0.2882,0.0,0.0
通勤,0.1981,0.5805,0.5805,0.375,0.0,0.1981,0.0625
連絡,0.1873,0.4333,0.7927,0.3675,1.7031,0.1346,0.1346
連続,0.2642,0.0,0.0833,0.0833,0.0,1.75,0.0833
逮捕,0.2019,0.0,0.1304,0.1304,0.0,3.9336,0.0217
週,0.0,0.0,0.0,0.2264,0.0,0.4286,2.1355
進んで,0.4615,0.4615,0.0,0.0,0.4615,0.2438,0.2438
遊び,0.25,0.0417,0.0417,0.0417,0.0,0.0417,2.9537
遊ぶ,0.0,0.0,0.0,0.0,0.0,0.0,4.9542
遊んだ,0.0,0.0,0.0,0.0,0.0,0.0,3.8074
遊んで,0.04,0.0,0.0,0.0,0.04,0.0,4.2182
運動,0.0,0.2642,0.0833,0.2642,0.0,0.0,1.75
運転,0.0288,0.3145,3.2349,0.7986,0.0545,0.2718,0.1531
過ごした,0.0909,0.0,0.2882,0.0,0.0909,0.0,1.9091
過ごす,0.0625,0.0625,0.0,0.0,0.0,0.0,3.4185
道,0.3203,0.1093,0.3203,1.7067,0.0,0.2069,0.2069
違う,0.3529,0.0,0.9908,0.7603,0.0588,0.0588,0.0588
違反,0.2882,0.0,0.8443,1.175,0.0,0.0,0.0
遭遇,0.0833,0.0833,0.0833,1.4037,0.0,0.5,0.0
選手,1.4641,0.0,0.0,0.0528,0.1548,2.5833,0.1
部下,0.0373,0.0706,2.0517,0.7059,1.6741,0.0373,0.0
部屋,0.0526,0.3158,0.4888,0.8865,0.0,0.3158,0.1668
酒,0.2,0.0333,0.2,0.4308,0.0,0.0333,2.363
野党,0.0,0.0,1.2353,0.5463,0.1865,0.3529,0.0588
野球,0.0,0.0,0.0,0.0,0.2882,0.5455,1.5313
量,0.2642,0.5,0.0833,0.2642,0.0,0.774,0.0
金,0.716,2.56,0.716,0.3561,0.4705,0.093,0.0072
金銭,0.0625,3.0935,0.0625,0.0625,0.0,0.0,0.0
金額,0.0625,0.375,0.375,0.0,0.0625,1.585,0.0
釣り,0.2642,0.0,0.0,0.0,0.0,0.0,2.8829
鍵,0.0769,1.9507,0.4615,0.0,0.0,0.0769,0.0
長年,1.05,0.05,0.05,0.0,0.8422,0.4644,0.05
間,0.1219,0.3572,0.1219,0.2308,1.5167,0.2308,0.0385
関係,0.1161,0.4929,0.4324,0.4324,2.9344,0.0125,0.0125
降って,1.175,0.0909,0.0909,0.0,0.0,0.8443,0.0
際,0.2814,0.2814,0.6364,0.2814,0.6364,0.5104,0.0303
障害,1.1527,1.1527,0.0455,0.2727,0.0455,0.0455,0.0
隣,0.2019,0.2019,0.3662,2.957,0.0217,0.0689,0.0217
隣人,0.0,0.0,0.5455,1.5313,0.0909,0.0909,0.0
離れて,0.0909,0.5455,0.0,0.0,1.5313,0.0909,0.0
離婚,1.7647,0.1765,0.3801,0.0932,0.0294,0.7459,0.0
雨,2.085,0.8793,0.1765,0.0294,0.0,0.1765,0.0294
雪,0.0556,0.3333,0.0,0.0,0.0556,1.661,0.516
電話,0.1429,0.0238,1.5571,0.3077,1.1785,0.1429,0.0238
電車,0.2491,0.4558,1.0302,2.9654,0.05,0.1077,0.05
非常に,0.5455,0.0,0.8443,0.0909,0.0,0.0909,0.2882
面白い,0.0,0.0,0.0833,0.0,0.0,0.0,3.2862
韓国,0.0857,0.2406,1.4217,1.2549,0.0453,0.9343,0.0143
音,0.0,0.0714,0.0714,1.8114,0.2264,0.2264,0.0
音楽,0.1761,0.0,0.0,0.0,0.0556,0.0556,3.0387
頃,1.8114,0.0,0.0,0.0714,0.6634,0.0714,0.0
順番,0.0,0.0,3.1449,0.0909,0.0,0.0,0.0
頑張って,0.2264,0.0,0.0714,0.0,2.471,0.0714,0.0
頭,0.387,0.1321,1.2457,0.5385,0.0,0.387,0.0
頼り,0.0435,0.0,0.0,0.0,3.8194,0.1378,0.0
頼んで,0.0,0.0,0.8443,0.0909,1.5313,0.0,0.0
額,0.0,1.175,0.0,0.0,0.0,1.5313,0.0
顔,0.1585,0.1585,0.3,1.268,0.1585,0.1585,0.05
願い,0.0,0.0,0.0,0.7144,1.9507,0.0,0.0769
顧客,0.0769,0.0,1.2957,0.2438,0.4615,0.0769,0.0
風呂,0.2264,0.2264,0.0714,1.2032,0.0714,0.0714,0.0714
風邪,0.4011,1.5571,0.1429,0.6038,0.2211,0.2211,0.0238
食べ,1.0101,0.0204,0.5175,0.706,0.0204,0.1224,1.0101
食べた,0.1585,0.0,0.0,0.05,0.0,0.05,3.27
食べて,0.5463,0.0,0.0588,0.7603,0.0,0.3529,0.5463
食べる,0.0714,0.0,0.0,0.6634,0.0714,0.4286,0.9232
食事,0.0145,0.087,0.0459,0.7173,0.087,0.0145,3.7031
飲み,0.12,0.0634,0.0634,0.2585,0.2585,0.0634,3.1
飲む,0.0,0.0833,0.0,0.0833,0.0,0.2642,2.1133
飼い,1.2457,0.25,0.0417,0.0,0.1321,0.1321,0.875
飼い犬,2.7179,0.0,0.0909,0.0,0.0,0.0,0.0909
飼って,4.0169,0.02,0.0634,0.0634,0.0634,0.12,0.0634
館,0.0556,0.0,0.0,0.718,0.0,0.3333,1.661
香港,0.4615,0.4615,0.0769,0.2438,0.0,0.7144,0.0
馬,0.0909,0.0,0.0909,0.0,0.5455,0.2882,0.8443
馬券,0.9232,0.0714,0.0,0.0,0.0714,1.2032,0.0714
駅,0.6738,0.04,0.6738,0.6738,0.1268,0.3715,0.0
駐車,0.4888,0.0,1.8208,0.1668,0.0526,0.1668,0.0
騒いで,0.0,0.0,0.8443,1.5313,0.0,0.0909,0.0
騒音,0.0,0.0588,2.6121,0.5463,0.0,0.0,0.0
騙さ,0.0,0.0,1.8114,0.9232,0.0714,0.0,0.0
驚いた,0.0097,0.0,0.0,0.0,0.0,6.6216,0.0
驚き,0.0242,0.0,0.0,0.0,0.0,6.9152,0.0
驚く,0.0,0.0,0.0,0.0,0.0,3.9069,0.0
高,0.0667,0.2113,0.4,0.0667,0.0667,1.4,0.0
高い,0.0909,0.2882,0.2882,0.2882,0.0909,0.2882,0.0909
高校,0.3317,0.3317,0.2143,0.3317,0.2143,0.9057,0.1132
高齢,0.2609,1.5041,0.0435,0.4038,0.4038,0.0435,0.0
髪,0.4615,0.0769,0.0769,0.7144,0.2438,0.2438,0.0
